title,industry,ai_approved,ai_reason,judged_at
Scaffold Check,construction,True,,2026-08-19T13:36:42.244388+09:00
Scaffold Checklist,construction,True,,2026-08-19T21:03:14.678005+09:00
Scaffold Circular,construction,True,,2026-08-21T01:09:23.227405+09:00
Scaffold Code,construction,True,,2026-08-19T21:45:47.758451+09:00
Scaffold Companion,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Compass,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Confirmation,construction,True,,2026-08-21T01:09:23.227405+09:00
Scaffold Console,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Core,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Cost,construction,True,,2026-08-21T02:05:39.911646+09:00
Scaffold Counter,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Deal,construction,True,,2026-08-21T01:55:13.112053+09:00
Scaffold Debt,construction,True,,2026-08-21T02:20:47.698506+09:00
Scaffold Deck,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Depot,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Desk,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Detail,construction,True,,2026-08-23T03:14:30.196647+09:00
Scaffold Digest,construction,True,,2026-08-19T20:37:10.645493+09:00
Scaffold Directory,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Dossier,construction,True,,2026-08-21T01:09:23.227405+09:00
Scaffold Draft,construction,True,,2026-08-19T20:37:10.645493+09:00
Scaffold Duty,construction,True,,2026-08-21T02:36:28.722223+09:00
Scaffold Engine,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Entry,construction,True,,2026-08-21T01:09:23.227405+09:00
Scaffold Estimate,construction,True,,2026-08-19T21:03:14.678005+09:00
Scaffold Excerpt,construction,True,,2026-08-21T01:09:23.227405+09:00
Scaffold Fare,construction,True,,2026-08-21T02:05:39.911646+09:00
Scaffold Fee,construction,True,,2026-08-21T01:55:13.112053+09:00
Scaffold Feed,construction,True,,2026-08-19T20:37:10.645493+09:00
Scaffold Field,construction,False,같은 청크의 'Scaffold Category'와 의미상 동일한 중복 조합.,2026-08-23T13:04:41.554058+09:00
Scaffold File,construction,True,,2026-08-19T20:37:10.645493+09:00
Scaffold Finder,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Fine,construction,True,,2026-08-23T02:52:18.999459+09:00
Scaffold Flag,construction,True,,2026-08-21T00:24:34.903558+09:00
Scaffold Flow,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Forge,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Form,construction,True,,2026-08-19T13:36:42.244388+09:00
Scaffold Format,construction,False,같은 청크의 'Scaffold Category'와 의미상 동일한 중복 조합.,2026-08-23T13:04:41.554058+09:00
Scaffold Frame,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Fund,construction,True,,2026-08-21T02:20:47.698506+09:00
Scaffold Gate,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Grade,construction,True,,2026-08-21T00:24:34.903558+09:00
Scaffold Grid,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Harbor,construction,False,"'Harbor'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Scaffold'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Scaffold History,construction,True,,2026-08-19T20:37:10.645493+09:00
Scaffold Hotline,construction,True,,2026-08-19T21:03:14.678005+09:00
Scaffold Hub,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Identifier,construction,True,,2026-08-23T13:04:41.554058+09:00
Scaffold Inbox,construction,False,수신함 개념이 이 도메인어와 자연스럽게 연결되지 않음(구체적 요청/메시지성 명사가 아님),2026-08-19T12:22:43.308376+09:00
Scaffold Index,construction,True,,2026-08-19T21:03:14.678005+09:00
Scaffold Interest,construction,False,비계(Scaffold)와 이자(Interest) 조합이 실제 개념을 지시하지 않음,2026-08-23T13:45:14.730720+09:00
Scaffold Item,construction,True,,2026-08-21T01:55:13.112053+09:00
Scaffold Journal,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Keeper,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Kiosk,construction,False,"'Kiosk'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Scaffold'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Scaffold Lab,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Ledger,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Level,construction,True,,2026-08-19T20:37:10.645493+09:00
Scaffold Levy,construction,False,비계와 부과금(Levy) 조합이 일반적으로 통용되지 않아 모호함,2026-08-23T13:45:14.730720+09:00
Scaffold Line,construction,False,대기열/생산라인/제품군 개념과 자연스럽게 연결되지 않는 도메인어,2026-08-19T12:22:43.308376+09:00
Scaffold Link,construction,True,,2026-08-23T03:14:30.196647+09:00
Scaffold List,construction,True,,2026-08-19T21:45:47.758451+09:00
Scaffold Loan,construction,True,,2026-08-21T02:05:39.911646+09:00
Scaffold Lobby,construction,False,물리적 응대·대기 공간 개념과 무관한 도메인어(정치적 로비 의미와 혼동 위험도 있음),2026-08-19T12:22:43.308376+09:00
Scaffold Locator,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Locker,construction,False,"'Locker'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Scaffold'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Scaffold Log,construction,True,,2026-08-19T13:36:42.244388+09:00
Scaffold Loop,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Manager,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Map,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Margin,construction,True,,2026-08-23T02:52:18.999459+09:00
Scaffold Marker,construction,True,,2026-08-23T13:26:11.115718+09:00
Scaffold Memo,construction,True,,2026-08-21T00:24:34.903558+09:00
Scaffold Monitor,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Nexus,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Note,construction,True,,2026-08-19T13:36:42.244388+09:00
Scaffold Number,construction,True,,2026-08-23T03:14:30.196647+09:00
Scaffold Office,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Ops,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Order,construction,True,,2026-08-19T21:45:47.758451+09:00
Scaffold Outpost,construction,False,"'Outpost'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Scaffold'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Scaffold Panel,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Pass,construction,True,,2026-08-21T00:24:34.903558+09:00
Scaffold Passport,construction,False,신원·자격 증빙 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Scaffold Path,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Petition,construction,True,,2026-08-21T01:09:23.227405+09:00
Scaffold Plan,construction,True,,2026-08-21T01:55:13.112053+09:00
Scaffold Planner,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Playbook,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Plaza,construction,False,"'Plaza'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Scaffold'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Scaffold Point,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Portal,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Post,construction,False,"'Post'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Scaffold'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Scaffold Price,construction,False,같은 도메인어에 Cost가 먼저 등장(의미 중복: Cost/Price),2026-08-21T02:05:39.911646+09:00
Scaffold Profile,construction,True,,2026-08-19T13:36:42.244388+09:00
Scaffold Profit,construction,True,,2026-08-23T02:52:18.999459+09:00
Scaffold Queue,construction,True,,2026-08-19T21:03:14.678005+09:00
Scaffold Quota,construction,True,,2026-08-21T00:24:34.903558+09:00
Scaffold Radar,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Rail,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Rate,construction,True,,2026-08-19T20:37:10.645493+09:00
Scaffold Recap,construction,True,,2026-08-21T01:09:23.227405+09:00
Scaffold Receipt,construction,True,,2026-08-19T21:45:47.758451+09:00
Scaffold Register,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Registry,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Relay,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Reminder,construction,True,,2026-08-19T21:03:14.678005+09:00
Scaffold Report,construction,True,,2026-08-19T13:36:42.244388+09:00
Scaffold Ring,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Roll,construction,False,출석·명부 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Scaffold Roster,construction,True,,2026-08-19T00:36:32.503481+09:00
Scaffold Route,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Rule,construction,True,,2026-08-23T03:14:30.196647+09:00
Scaffold Sale,construction,True,,2026-08-21T02:20:47.698506+09:00
Scaffold Sample,construction,True,,2026-08-19T21:45:47.758451+09:00
Scaffold Scale,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Scheduler,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Scope,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Score,construction,True,,2026-08-19T13:36:42.244388+09:00
Scaffold Serial,construction,False,'Serial'이 일련번호 필드처럼 읽혀 제품을 유추하기 어려움,2026-08-23T13:26:11.115718+09:00
Scaffold Sheet,construction,True,,2026-08-19T13:36:42.244388+09:00
Scaffold Shelf,construction,False,"'Shelf'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Scaffold'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Scaffold Signal,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Signature,construction,False,'Signature'가 레코드 서명 필드처럼 읽혀 제품명으로 모호함,2026-08-23T13:26:11.115718+09:00
Scaffold Slip,construction,True,,2026-08-19T21:45:47.758451+09:00
Scaffold Slot,construction,True,,2026-08-19T21:45:47.758451+09:00
Scaffold Stake,construction,True,,2026-08-23T02:52:18.999459+09:00
Scaffold Stamp,construction,True,,2026-08-23T13:26:11.115718+09:00
Scaffold Statement,construction,True,,2026-08-21T00:24:34.903558+09:00
Scaffold Station,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Status,construction,True,,2026-08-19T20:37:10.645493+09:00
Scaffold Stipend,construction,False,비계와 수당(Stipend) 조합이 무엇을 가리키는지 불명확함,2026-08-23T13:45:14.730720+09:00
Scaffold Stub,construction,True,,2026-08-21T00:24:34.903558+09:00
Scaffold Studio,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Sum,construction,True,,2026-08-21T02:20:47.698506+09:00
Scaffold Summary,construction,True,,2026-08-19T21:03:14.678005+09:00
Scaffold Tab,construction,True,,2026-08-21T00:24:34.903558+09:00
Scaffold Table,construction,True,,2026-08-19T21:45:47.758451+09:00
Scaffold Tag,construction,True,,2026-08-19T13:36:42.244388+09:00
Scaffold Tally,construction,True,,2026-08-21T00:24:34.903558+09:00
Scaffold Tariff,construction,True,,2026-08-21T02:36:28.722223+09:00
Scaffold Tax,construction,True,,2026-08-21T02:05:39.911646+09:00
Scaffold Terminal,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Ticker,construction,False,실시간으로 갱신될 상태값 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Scaffold Ticket,construction,True,,2026-08-19T21:03:14.678005+09:00
Scaffold Timeline,construction,True,,2026-08-19T21:03:14.678005+09:00
Scaffold Token,construction,False,'Token'이 식별 토큰 필드처럼 읽혀 제품을 유추하기 어려움,2026-08-23T13:26:11.115718+09:00
Scaffold Toll,construction,True,,2026-08-21T02:36:28.722223+09:00
Scaffold Tower,construction,False,"'Tower'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Scaffold'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Scaffold Tracker,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Trail,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Unit,construction,True,,2026-08-21T01:55:13.112053+09:00
Scaffold Update,construction,True,,2026-08-19T20:37:10.645493+09:00
Scaffold Value,construction,True,,2026-08-23T02:52:18.999459+09:00
Scaffold Vault,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Version,construction,True,,2026-08-23T03:14:30.196647+09:00
Scaffold View,construction,True,,2026-08-19T20:37:10.645493+09:00
Scaffold Voucher,construction,True,,2026-08-21T00:24:34.903558+09:00
Scaffold Watch,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Wave,construction,True,,2026-08-18T23:56:56.184177+09:00
Scaffold Window,construction,False,시간대·서비스 창구 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Scaffold Yard,construction,False,"'Yard'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Scaffold'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Scaffold Zone,construction,True,,2026-08-18T23:56:56.184177+09:00
Schedule Advisory,salon_spa,True,,2026-08-21T01:09:23.227405+09:00
Schedule Alert,salon_spa,False,경보 대상이 될 위험/이벤트/이탈 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Schedule Allowance,aviation,True,,2026-08-21T02:36:28.722223+09:00
Schedule Almanac,salon_spa,True,,2026-08-18T22:02:25.317804+09:00
Schedule Anchor,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Asset,transportation,False,일정과 자산 개념이 모호하게 결합되어 필드명처럼 읽힘,2026-08-23T13:45:14.730720+09:00
Schedule Assistant,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Schedule Atlas,,True,,2026-08-17T21:37:49.733247+09:00
Schedule Attribute,fitness_wellness,False,기능어(Category/Attribute/Field/Format)가 데이터베이스 스키마·필드명처럼 추상적이어서 어떤 SaaS 제품인지 짐작하기 어려움(명확성 부족),2026-08-23T13:04:41.554058+09:00
Schedule Badge,transportation,True,,2026-08-21T00:24:34.903558+09:00
Schedule Balance,transportation,False,명확성 부족: 일정과 잔액 조합이 어떤 제품인지 연상되지 않음,2026-08-23T13:45:14.730720+09:00
Schedule Base,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Bay,salon_spa,False,"'Bay'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Schedule'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Schedule Beacon,aviation,True,,2026-08-18T07:43:20.334023+09:00
Schedule Bill,cleaning_services,True,,2026-08-19T21:45:47.758451+09:00
Schedule Bin,salon_spa,False,물리적으로 보관 가능한 사물이 아닌 도메인어(추상적 개념·사람·프로세스),2026-08-19T12:22:43.308376+09:00
Schedule Blueprint,salon_spa,True,,2026-08-18T22:02:25.317804+09:00
Schedule Board,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Book,cleaning_services,True,,2026-08-19T21:45:47.758451+09:00
Schedule Booth,salon_spa,False,"'Booth'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Schedule'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Schedule Bridge,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Brief,salon_spa,True,,2026-08-21T01:09:23.227405+09:00
Schedule Bulletin,salon_spa,True,,2026-08-21T01:09:23.227405+09:00
Schedule Calendar,cleaning_services,True,,2026-08-18T23:56:56.184177+09:00
Schedule Card,aviation,True,,2026-08-19T13:36:42.244388+09:00
Schedule Cascade,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Cash,aviation,True,,2026-08-21T02:20:47.698506+09:00
Schedule Catalog,cleaning_services,True,,2026-08-19T21:03:14.678005+09:00
Schedule Category,fitness_wellness,False,기능어(Category/Attribute/Field/Format)가 데이터베이스 스키마·필드명처럼 추상적이어서 어떤 SaaS 제품인지 짐작하기 어려움(명확성 부족),2026-08-23T13:04:41.554058+09:00
Schedule Center,,True,,2026-08-17T20:43:22.316757+09:00
Schedule Chain,,True,,2026-08-17T20:32:30.733040+09:00
Schedule Charge,aviation,True,,2026-08-21T02:36:28.722223+09:00
Schedule Chart,salon_spa,False,측정·기록 가능한 수치/차트 개념과 무관한 도메인어,2026-08-19T12:22:43.308376+09:00
Schedule Check,aviation,True,,2026-08-19T13:36:42.244388+09:00
Schedule Checklist,cleaning_services,True,,2026-08-19T21:03:14.678005+09:00
Schedule Circular,salon_spa,True,,2026-08-21T01:09:23.227405+09:00
Schedule Cockpit,transportation,True,,2026-08-18T07:43:20.334023+09:00
Schedule Code,cleaning_services,True,,2026-08-19T21:45:47.758451+09:00
Schedule Codex,salon_spa,True,,2026-08-18T22:02:25.317804+09:00
Schedule Companion,transportation,True,,2026-08-18T07:43:20.334023+09:00
Schedule Compass,aviation,True,,2026-08-18T07:43:20.334023+09:00
Schedule Compendium,salon_spa,True,,2026-08-18T22:02:25.317804+09:00
Schedule Confirmation,salon_spa,True,,2026-08-21T01:09:23.227405+09:00
Schedule Console,,True,,2026-08-17T20:40:51.053535+09:00
Schedule Core,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Cost,salon_spa,True,,2026-08-21T02:05:39.911646+09:00
Schedule Counter,cleaning_services,True,,2026-08-18T23:56:56.184177+09:00
Schedule Dashboard,transportation,True,,2026-08-18T07:43:20.334023+09:00
Schedule Deal,salon_spa,True,,2026-08-21T01:55:13.112053+09:00
Schedule Debt,aviation,True,,2026-08-21T02:20:47.698506+09:00
Schedule Deck,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Depot,cleaning_services,True,,2026-08-18T23:56:56.184177+09:00
Schedule Desk,aviation,True,,2026-08-18T07:43:20.334023+09:00
Schedule Detail,aviation,True,,2026-08-23T03:14:30.196647+09:00
Schedule Dial,,True,,2026-08-17T20:39:12.627798+09:00
Schedule Digest,salon_spa,True,,2026-08-19T20:37:10.645493+09:00
Schedule Directory,cleaning_services,True,,2026-08-18T23:56:56.184177+09:00
Schedule Dock,,True,,2026-08-17T20:35:25.429619+09:00
Schedule Dossier,salon_spa,True,,2026-08-21T01:09:23.227405+09:00
Schedule Draft,salon_spa,True,,2026-08-19T20:37:10.645493+09:00
Schedule Duty,aviation,True,,2026-08-21T02:36:28.722223+09:00
Schedule Engine,fitness_wellness,True,,2026-08-18T07:43:20.334023+09:00
Schedule Entry,salon_spa,True,,2026-08-21T01:09:23.227405+09:00
Schedule Estimate,cleaning_services,True,,2026-08-19T21:03:14.678005+09:00
Schedule Excerpt,salon_spa,True,,2026-08-21T01:09:23.227405+09:00
Schedule Fare,salon_spa,True,,2026-08-21T02:05:39.911646+09:00
Schedule Fee,salon_spa,True,,2026-08-21T01:55:13.112053+09:00
Schedule Feed,salon_spa,True,,2026-08-19T20:37:10.645493+09:00
Schedule Field,cleaning_services,False,기능어(Category/Attribute/Field/Format)가 데이터베이스 스키마·필드명처럼 추상적이어서 어떤 SaaS 제품인지 짐작하기 어려움(명확성 부족),2026-08-23T13:04:41.554058+09:00
Schedule File,transportation,True,,2026-08-19T20:37:10.645493+09:00
Schedule Finder,cleaning_services,True,,2026-08-18T23:56:56.184177+09:00
Schedule Fine,aviation,True,,2026-08-23T02:52:18.999459+09:00
Schedule Flag,transportation,True,,2026-08-21T00:24:34.903558+09:00
Schedule Flow,transportation,True,,2026-08-18T07:43:20.334023+09:00
Schedule Forge,aviation,True,,2026-08-18T07:43:20.334023+09:00
Schedule Form,aviation,True,,2026-08-19T13:36:42.244388+09:00
Schedule Format,cleaning_services,False,기능어(Category/Attribute/Field/Format)가 데이터베이스 스키마·필드명처럼 추상적이어서 어떤 SaaS 제품인지 짐작하기 어려움(명확성 부족),2026-08-23T13:04:41.554058+09:00
Schedule Frame,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Fund,aviation,True,,2026-08-21T02:20:47.698506+09:00
Schedule Gate,,True,,2026-08-17T21:41:19.053416+09:00
Schedule Grade,transportation,True,,2026-08-21T00:24:34.903558+09:00
Schedule Grid,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Guard,transportation,True,,2026-08-18T07:43:20.334023+09:00
Schedule Guidebook,salon_spa,True,,2026-08-18T22:02:25.317804+09:00
Schedule Harbor,salon_spa,False,"'Harbor'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Schedule'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Schedule History,transportation,True,,2026-08-19T20:37:10.645493+09:00
Schedule Hotline,cleaning_services,True,,2026-08-19T21:03:14.678005+09:00
Schedule Hub,transportation,True,,2026-08-18T07:43:20.334023+09:00
Schedule Identifier,fitness_wellness,True,,2026-08-23T13:04:41.554058+09:00
Schedule Inbox,aviation,False,수신함 개념이 이 도메인어와 자연스럽게 연결되지 않음(구체적 요청/메시지성 명사가 아님),2026-08-19T12:22:43.308376+09:00
Schedule Index,cleaning_services,True,,2026-08-19T21:03:14.678005+09:00
Schedule Insight,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Schedule Interest,transportation,False,명확성 부족: 일정과 이자 조합이 어떤 제품인지 연상되지 않음,2026-08-23T13:45:14.730720+09:00
Schedule Item,salon_spa,True,,2026-08-21T01:55:13.112053+09:00
Schedule Journal,salon_spa,True,,2026-08-18T22:02:25.317804+09:00
Schedule Keeper,,True,,2026-08-17T21:35:41.309233+09:00
Schedule Kiosk,salon_spa,False,"'Kiosk'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Schedule'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Schedule Lab,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Ledger,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Lens,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Level,transportation,True,,2026-08-19T20:37:10.645493+09:00
Schedule Levy,transportation,False,일정과 부과금 개념이 결합되지 않아 불분명함,2026-08-23T13:45:14.730720+09:00
Schedule Line,salon_spa,False,대기열/생산라인/제품군 개념과 자연스럽게 연결되지 않는 도메인어,2026-08-19T12:22:43.308376+09:00
Schedule Link,aviation,True,,2026-08-23T03:14:30.196647+09:00
Schedule List,cleaning_services,True,,2026-08-19T21:45:47.758451+09:00
Schedule Loan,salon_spa,True,,2026-08-21T02:05:39.911646+09:00
Schedule Lobby,salon_spa,False,물리적 응대·대기 공간 개념과 무관한 도메인어(정치적 로비 의미와 혼동 위험도 있음),2026-08-19T12:22:43.308376+09:00
Schedule Locator,cleaning_services,True,,2026-08-18T23:56:56.184177+09:00
Schedule Lock,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Locker,salon_spa,False,"'Locker'을 포함해 이번 라운드에 대량 자가확장된 보관/장소 계열 기능어(Yard/Bay/Post/Outpost/Plaza/Harbor/Tower/Shelf/Locker/Booth/Kiosk) 중 다수가 'Schedule'와 결합됐으나, 자연스러운 영어 관용구로 성립하지 않고 서로 의미가 구별되지 않는 중복 후보임",2026-08-19T00:36:32.503481+09:00
Schedule Log,aviation,True,,2026-08-19T13:36:42.244388+09:00
Schedule Loop,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Manager,,True,,2026-08-17T21:34:37.066296+09:00
Schedule Map,salon_spa,True,,2026-08-18T07:43:20.334023+09:00
Schedule Margin,aviation,True,,2026-08-23T02:52:18.999459+09:00
Schedule Marker,cleaning_services,True,,2026-08-23T13:26:11.115718+09:00
Schedule Memo,transportation,True,,2026-08-21T00:24:34.903558+09:00
Schedule Meter,,True,,2026-08-17T20:38:14.865229+09:00
Schedule Metrics,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Schedule Monitor,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
Schedule Navigator,transportation,True,,2026-08-18T07:43:20.334023+09:00
Schedule Nexus,,True,,2026-08-17T21:39:15.761980+09:00
Schedule Node,salon_spa,True,,2026-08-18T07:51:55.730113+09:00
Schedule Note,aviation,True,,2026-08-19T13:36:42.244388+09:00
Schedule Number,aviation,True,,2026-08-23T03:14:30.196647+09:00
Schedule Office,cleaning_services,True,,2026-08-18T23:56:56.184177+09:00
Schedule Ops,transportation,True,,2026-08-18T07:43:20.334023+09:00
Schedule Order,cleaning_services,True,,2026-08-19T21:45:47.758451+09:00
Schedule Organizer,cleaning_services,True,,2026-08-18T07:43:20.334023+09:00
